name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T14:00:00,5.1,3,-0.7,66,0,0,,0,0,20.4,9.1,269.1,1025.3,100,24.1,100,0.3,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T15:00:00,4.6,2.4,-0.6,69.17,0,0,,0,0,18.8,8.9,259.7,1025.7,100,24.1,50,0.2,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T16:00:00,4.1,1.9,-0.4,72.5,0,0,,0,0,17.3,8.6,250.2,1026,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T17:00:00,3.9,1.5,-0.3,73.54,0,0,,0,0,21.8,9.8,251.1,1026.3,99.9,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T18:00:00,3.9,1.1,-0.2,74.6,0,0,,0,0,26.4,11,251.9,1026.7,99.9,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T19:00:00,3.8,0.7,-0.1,75.68,0,0,,0,0,31,12.2,252.8,1027,99.8,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T20:00:00,3.6,0.7,-0.1,76.76,0,0,,0,0,28.2,11.5,254.7,1027.3,83.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T21:00:00,3.4,0.6,-0.1,77.85,0,0,,0,0,25.4,10.8,256.5,1027.7,66.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T22:00:00,3.3,0.6,0,78.96,0,0,,0,0,22.7,10.1,258.4,1028,49.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-17T23:00:00,3,0.4,0,80.28,0,0,,0,0,20.5,9.5,255.5,1028.3,57.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T00:00:00,2.8,0.3,0,81.61,0,0,,0,0,18.4,8.9,252.6,1028.7,64.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T01:00:00,2.6,0.2,0,82.98,0,0,,0,0,16.2,8.3,249.7,1029,71.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T02:00:00,2.4,0.1,0,83.76,0,0,,0,0,14.5,8,247.5,1029,76.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T03:00:00,2.3,0,0,84.56,0,0,,0,0,12.8,7.8,245.4,1029,80.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T04:00:00,2.2,-0.1,0,85.37,0,0,,0,0,11.2,7.6,243.2,1029,84.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T05:00:00,2.1,0,-0.1,85.16,0,0,,0,0,10.7,7.3,239.8,1029.3,86.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T06:00:00,2.1,0,-0.2,84.95,0,0,,0,0,10.2,7.1,236.5,1029.7,88.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T07:00:00,2.1,0.1,-0.2,84.74,0,0,,0,0,9.7,6.8,233.1,1030,89.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T08:00:00,2.8,1.1,-0.1,81.41,0,0,,0,0,9.5,6.2,228.6,1030.3,87.5,24.1,18.7,0.1,0,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T09:00:00,3.5,2.1,0,78.23,0,0,,0,0,9.2,5.6,224.2,1030.7,85,24.1,37.3,0.1,0,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T10:00:00,4.2,3.1,0.2,75.2,0,0,,0,0,9,5,219.7,1031,82.6,24.1,56,0.2,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T11:00:00,5,5,0.2,71.45,0,0,,0,0,8.6,4.7,224.3,1030.7,78.8,24.1,99.3,0.4,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T12:00:00,5.8,5.8,0.3,67.92,0,0,,0,0,8.3,4.3,229,1030.3,74.9,24.1,142.7,0.5,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T13:00:00,6.6,6.6,0.4,64.58,0,0,,0,0,7.9,4,233.6,1030,71.1,24.1,186,0.7,2,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T14:00:00,5.9,5.9,0.3,67.15,0,0,,0,0,6.2,3.6,218.7,1030.3,80.7,24.1,124,0.5,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T15:00:00,5.4,5.4,0.3,69.83,0,0,,0,0,4.6,3.2,203.9,1030.7,90.4,24.1,62,0.2,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T16:00:00,4.8,4.8,0.3,72.63,0,0,,0,0,2.9,2.9,189,1031,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T17:00:00,4.6,4.6,0.2,73.48,0,0,,0,0,3.5,3.5,171.7,1031,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T18:00:00,4.4,4.4,0.2,74.33,0,0,,0,0,4.1,4.1,154.5,1031,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T19:00:00,4.2,4.2,0.2,75.2,0,0,,0,0,4.7,4.7,137.2,1031,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T20:00:00,4.1,4.1,-0.1,74.46,0,6.5,,0,0,4.7,4.8,139.4,1031,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T21:00:00,4,2.9,-0.3,73.72,0,6.5,,0,0,4.7,4.9,141.5,1031,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T22:00:00,3.9,2.8,-0.5,72.99,0,6.5,,0,0,4.7,5,143.7,1031,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-18T23:00:00,3.8,3.8,-0.7,72.62,0,6.5,,0,0,4.1,4.3,142.6,1031,68.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T00:00:00,3.7,3.7,-0.9,72.25,0,6.5,,0,0,3.5,3.6,141.4,1031,37.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T01:00:00,3.6,3.6,-1,71.88,0,6.5,,0,0,2.9,2.9,140.3,1031,5.7,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T02:00:00,3.3,3.3,-1.1,73.06,0,0,,0,0,3.4,3.4,131.1,1030.7,5.5,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T03:00:00,3,3,-1.2,74.26,0,0,,0,0,3.8,3.8,122,1030.3,5.2,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T04:00:00,2.7,2.7,-1.2,75.49,0,0,,0,0,4.3,4.3,112.8,1030,5,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T05:00:00,2.6,1.3,-1.1,76.58,0,0,,0,0,4.9,5,113.2,1029.3,5,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T06:00:00,2.5,0.9,-1.1,77.7,0,0,,0,0,5.5,5.8,113.6,1028.7,5,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T07:00:00,2.4,0.5,-0.9,78.82,0,0,,0,0,6.1,6.5,114,1028,5,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T08:00:00,3.1,1.6,-0.6,76.67,0,6.5,,0,0,6.6,5.8,115.3,1028,4.7,24.1,21.7,0.1,0,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T09:00:00,3.8,2.7,-0.3,74.58,0,6.5,,0,0,7.1,5,116.5,1028,4.3,24.1,43.3,0.1,0,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T10:00:00,4.5,4.5,0,72.58,0,6.5,,0,0,7.6,4.3,117.8,1028,4,24.1,65,0.2,1,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T11:00:00,5.2,5.2,0.3,70.48,0,6.5,,0,0,6.5,4.1,108.1,1027.7,2.7,24.1,118.7,0.4,1,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T12:00:00,6,6,0.6,68.46,0,6.5,,0,0,5.4,3.8,98.4,1027.3,1.3,24.1,172.3,0.6,2,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T13:00:00,6.8,6.8,1,66.52,0,6.5,,0,0,4.3,3.6,88.7,1027,0,24.1,226,0.8,2,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T14:00:00,5.8,5.8,0.9,70.43,0,3.2,,0,0,5.3,4.8,89.1,1026.7,0.9,24.1,150.7,0.5,2,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T15:00:00,4.9,3.6,0.8,74.61,0,3.2,,0,0,6.2,6,89.6,1026.3,1.7,24.1,75.3,0.3,1,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T16:00:00,4,2.1,0.7,79.07,0,3.2,,0,0,7.2,7.2,90,1026,2.6,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T17:00:00,3.7,2.1,0.6,80.18,0,3.2,,0,0,6.4,6.4,95.9,1026,2.6,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T18:00:00,3.4,2.1,0.5,81.31,0,3.2,,0,0,5.5,5.5,101.8,1026,2.6,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T19:00:00,3.2,3.2,0.5,82.45,0,3.2,,0,0,4.7,4.7,107.7,1026,2.6,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T20:00:00,3,1.7,0.4,82.83,0,3.2,,0,0,5.2,5.3,100.5,1026,2.1,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T21:00:00,2.9,1.3,0.3,83.22,0,3.2,,0,0,5.6,5.9,93.3,1026,1.5,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T22:00:00,2.8,1,0.3,83.6,0,3.2,,0,0,6.1,6.5,86.1,1026,1,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-19T23:00:00,2.6,1.2,0.2,83.79,0,3.2,,0,0,5.3,5.5,101.9,1026,2.3,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T00:00:00,2.5,2.5,0.1,83.98,0,3.2,,0,0,4.4,4.6,117.6,1026,3.7,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T01:00:00,2.4,2.4,0,84.16,0,3.2,,0,0,3.6,3.6,133.4,1026,5,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T02:00:00,2.3,2.3,-0.1,84.36,0,0,,0,0,3.1,3.1,114.8,1026,5.1,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T03:00:00,2.2,2.2,-0.2,84.55,0,0,,0,0,2.6,2.6,96.2,1026,5.1,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T04:00:00,2.1,2.1,-0.2,84.74,0,0,,0,0,2.2,2.2,77.6,1026,5.2,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T05:00:00,2,2,-0.2,84.94,0,0,,0,0,2.5,2.5,86.6,1026,16.2,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T06:00:00,2,2,-0.2,85.15,0,0,,0,0,2.9,2.9,95.5,1026,27.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T07:00:00,2,2,-0.2,85.35,0,0,,0,0,3.2,3.2,104.5,1026,38.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T08:00:00,2.8,2.8,0.1,82.8,0,0,,0,0,2.5,2.5,110.5,1026.7,44,24.1,15.3,0.1,0,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T09:00:00,3.6,3.6,0.5,80.35,0,0,,0,0,1.8,1.8,116.5,1027.3,49.8,24.1,30.7,0.1,0,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T10:00:00,4.4,4.4,0.9,78,0,0,,0,0,1.1,1.1,122.5,1028,55.5,24.1,46,0.2,0,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T11:00:00,5,5,1.2,76.44,0,0,,0,0,1.3,1.1,125.3,1027.7,53.8,24.1,87.3,0.3,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T12:00:00,5.7,5.7,1.6,74.93,0,0,,0,0,1.6,1.1,128,1027.3,52,24.1,128.7,0.5,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T13:00:00,6.4,6.4,2,73.46,0,0,,0,0,1.8,1.1,130.8,1027,50.3,24.1,170,0.6,2,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T14:00:00,5.9,5.9,2,76.03,0,3.2,,0,0,1.6,1,115.2,1027,60.6,24.1,113.3,0.4,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T15:00:00,5.4,5.4,2,78.72,0,3.2,,0,0,1.3,0.8,99.7,1027,70.8,24.1,56.7,0.2,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T16:00:00,4.9,4.9,2,81.5,0,3.2,,0,0,1.1,0.7,84.1,1027,81.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T17:00:00,4.8,4.8,2,82.27,0,3.2,,0,0,1.3,1.1,122.5,1027.3,82.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T18:00:00,4.7,4.7,2.1,83.05,0,3.2,,0,0,1.6,1.4,160.9,1027.7,83.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T19:00:00,4.7,4.7,2.2,83.83,0,3.2,,0,0,1.8,1.8,199.3,1028,85.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T20:00:00,4.7,4.7,2.3,84.83,0,3.2,,0,0,1.8,1.8,213.6,1028.3,88.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T21:00:00,4.7,4.7,2.5,85.85,0,3.2,,0,0,1.8,1.8,228,1028.7,91.8,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T22:00:00,4.7,4.7,2.7,86.87,0,3.2,,0,0,1.8,1.8,242.3,1029,95,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-20T23:00:00,4.7,4.7,2.8,87.9,0,3.2,,0,0,1.7,1.6,239.1,1029,96.7,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T00:00:00,4.7,4.7,3,88.94,0,3.2,,0,0,1.6,1.3,235.9,1029,98.3,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T01:00:00,4.7,4.7,3.2,90,0,3.2,,0,0,1.4,1.1,232.7,1029,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T02:00:00,4.6,4.6,3.2,90.42,0,0,,0,0,2.5,2.4,237.4,1029,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T03:00:00,4.6,4.6,3.2,90.85,0,0,,0,0,3.6,3.7,242,1029,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T04:00:00,4.6,3.6,3.3,91.27,0,0,,0,0,4.7,5,246.7,1029,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T05:00:00,4.5,4.5,3.2,91.05,0,0,,0,0,4.3,4.6,253.8,1029.3,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T06:00:00,4.4,4.4,3.1,90.83,0,0,,0,0,4,4.1,261,1029.7,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T07:00:00,4.4,4.4,3,90.62,0,0,,0,0,3.6,3.6,268.1,1030,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T08:00:00,4.7,4.7,2.9,88.53,0,6.5,,0,0,4.4,3.7,274.3,1030.3,100,24.1,8.7,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T09:00:00,4.9,4.9,2.9,86.49,0,6.5,,0,0,5.3,3.8,280.6,1030.7,100,24.1,17.3,0.1,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T10:00:00,5.3,5.3,2.9,84.5,0,6.5,,0,0,6.1,4,286.8,1031,100,24.1,26,0.1,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T11:00:00,5.4,4.6,2.8,83.14,0,6.5,,0,0,7.6,5,289.9,1030.7,100,24.1,46.7,0.2,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T12:00:00,5.7,4.4,2.8,81.8,0,6.5,,0,0,9,6.1,292.9,1030.3,100,24.1,67.3,0.2,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T13:00:00,5.9,4.4,2.8,80.49,0,6.5,rain,0,0,10.4,7.2,296,1030,100,24.1,88,0.3,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T14:00:00,5.5,4.1,3.1,84.92,0,12.9,,0,0,9.7,6.5,286.4,1030.3,100,21.9,58.7,0.2,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T15:00:00,5.1,3.9,3.5,89.61,0,12.9,,0,0,9,5.8,276.9,1030.7,100,19.6,29.3,0.1,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T16:00:00,4.7,3.7,3.9,94.55,0.9,12.9,rain,0,0,8.3,5,267.3,1031,100,17.4,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T17:00:00,4.7,4.7,3.9,94.99,0,12.9,,0,0,6.5,4.3,260.8,1031.3,100,19.6,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T18:00:00,4.7,4.7,4,95.44,0,12.9,,0,0,4.7,3.6,254.2,1031.7,100,21.9,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T19:00:00,4.7,4.7,4.1,95.89,0.9,12.9,rain,0,0,2.9,2.9,247.7,1032,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T20:00:00,4.7,4.7,4.1,96.11,0,19.4,,0,0,3.4,3.4,263.3,1032,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T21:00:00,4.7,4.7,4.1,96.34,0,19.4,,0,0,3.8,3.8,278.9,1032,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T22:00:00,4.7,4.7,4.2,96.56,0.3,19.4,rain,0,0,4.3,4.3,294.5,1032,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-21T23:00:00,4.7,4.7,4.2,96.56,0,19.4,,0,0,4.7,4.3,293.2,1032.3,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T00:00:00,4.7,4.7,4.2,96.56,0,19.4,,0,0,5,4.3,291.9,1032.7,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T01:00:00,4.8,4.8,4.3,96.57,0.1,19.4,rain,0,0,5.4,4.3,290.6,1033,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T02:00:00,4.8,4.8,4.2,96.34,0,0,,0,0,4.3,3.7,207.6,1033,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T03:00:00,4.8,4.8,4.2,96.12,0,0,,0,0,3.2,3.1,124.7,1033,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T04:00:00,4.8,4.8,4.2,95.89,0.1,0,rain,0,0,2.2,2.5,41.7,1033,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T05:00:00,4.8,4.8,4.1,95.67,0,0,,0,0,2.4,2.6,49.2,1033.3,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T06:00:00,4.8,4.8,4.1,95.44,0,0,,0,0,2.6,2.8,56.6,1033.7,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T07:00:00,4.8,4.8,4.1,95.22,0,0,,0,0,2.9,2.9,64.1,1034,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T08:00:00,4.9,4.9,4,93.9,0,3.2,,0,0,4.7,3.6,68.2,1034.7,94.2,24.1,2.7,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T09:00:00,5,5,3.9,92.6,0,3.2,,0,0,6.5,4.3,72.3,1035.3,88.4,24.1,5.3,0,0,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T10:00:00,5.2,4.3,3.9,91.31,0,3.2,,0,0,8.3,5,76.4,1036,82.6,24.1,8,0,0,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T11:00:00,5.7,4.6,3.5,85.96,0,3.2,,0,0,8.8,5.8,74.2,1035.7,78.2,24.1,61,0.3,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T12:00:00,6.2,5,3.2,80.92,0,3.2,,0,0,9.2,6.5,72,1035.3,73.9,24.1,114,0.5,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T13:00:00,6.8,5.4,2.9,76.19,0,3.2,,0,0,9.7,7.2,69.8,1035,69.5,24.1,167,0.6,2,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T14:00:00,6.4,5,2.9,78.32,0,12.9,,0,0,10.1,7.2,71.1,1035.3,79.5,24.1,111.3,0.4,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T15:00:00,6,4.6,2.9,80.51,0,12.9,,0,0,10.4,7.2,72.4,1035.7,89.5,24.1,55.7,0.2,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2025-12-22T16:00:00,5.7,4.1,3,82.77,0,12.9,,0,0,10.8,7.2,73.7,1036,99.5,24.1,0,0,0,10,Overcast,cloudy,
