name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T08:00:00,6.7,3.4,2.1,72.47,0.1,12.9,rain,0,0,33.8,18,53,1025,5,24.1,15,0.1,0,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T09:00:00,7.4,4.3,1,63.86,0,19.4,,0,0,30.6,18.1,53.2,1025.3,5,24.1,121,0.5,1,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T10:00:00,8.2,5.3,0,56.25,0,19.4,,0,0,27.4,18.2,53.5,1025.7,5,24.1,227,0.8,2,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T11:00:00,9,6.2,-1,49.54,0,19.4,,0,0,24.1,18.4,53.7,1026,5,24.1,333,1.2,3,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T12:00:00,9.7,7.2,-1.6,45.33,0,19.4,,0,0,23,17.6,50.1,1026,3.3,24.1,407,1.5,4,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T13:00:00,10.4,10.4,-2.2,41.49,0,19.4,,0,0,22,16.9,46.6,1026,1.7,24.1,481,1.7,5,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T14:00:00,11.1,11.1,-2.7,37.98,0,19.4,,0,0,20.9,16.2,43,1026,0,24.1,555,2,6,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T15:00:00,10.9,10.9,-2.6,39.06,0,25.8,,0,0,20.4,14.9,45.5,1026,0,24.1,485.7,1.7,5,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T16:00:00,10.7,10.7,-2.3,40.17,0,25.8,,0,0,19.9,13.6,48,1026,0,24.1,416.3,1.5,4,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T17:00:00,10.5,10.5,-2.1,41.32,0,25.8,,0,0,19.4,12.2,50.5,1026,0,24.1,347,1.2,3,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T18:00:00,9.2,7.4,-2.5,43.88,0,25.8,,0,0,18.2,11.4,55.5,1026.7,0,24.1,231.3,0.8,2,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T19:00:00,7.9,6.1,-2.8,46.64,0,25.8,,0,0,17,10.6,60.5,1027.3,0,24.1,115.7,0.4,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T20:00:00,6.7,4.7,-3.1,49.62,0,25.8,,0,0,15.8,9.7,65.5,1028,0,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T21:00:00,6.1,4,-3.2,51.58,0,35.5,,0,0,16.2,9.6,70.8,1028,0,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T22:00:00,5.5,3.3,-3.2,53.64,0,35.5,,0,0,16.6,9.5,76.2,1028,0,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-06T23:00:00,4.9,2.6,-3.2,55.78,0,35.5,,0,0,16.9,9.4,81.5,1028,0,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T00:00:00,4.5,2.1,-3.2,57.23,0,35.5,,0,0,18.2,9.8,81.7,1028,0,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T01:00:00,4.1,1.5,-3.2,58.72,0,35.5,,0,0,19.6,10.3,81.9,1028,0,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T02:00:00,3.8,1,-3.2,60.25,0,35.5,,0,0,20.9,10.8,82.1,1028,0,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T03:00:00,3.4,0.7,-3.3,61.22,0,19.4,,0,0,20.6,10.6,83.2,1027.7,0.1,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T04:00:00,3.1,0.3,-3.4,62.21,0,19.4,,0,0,20.4,10.3,84.3,1027.3,0.1,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T05:00:00,2.8,0,-3.5,63.23,0,19.4,,0,0,20.2,10.1,85.4,1027,0.2,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T06:00:00,2.9,0.2,-3.4,63.26,0,19.4,,0,0,19.9,10,86.8,1027,1.6,24.1,5.3,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T07:00:00,3,0.3,-3.3,63.29,0,19.4,,0,0,19.7,9.8,88.3,1027,2.9,24.1,10.7,0.1,0,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T08:00:00,3.2,0.5,-3.1,63.32,0,19.4,,0,0,19.4,9.7,89.7,1027,4.3,24.1,16,0.1,0,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T09:00:00,5.1,2.7,-2.9,56.26,0,19.4,,0,0,18.1,10.2,89.7,1026.7,2.9,24.1,122.7,0.5,1,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T10:00:00,7,5,-2.7,50.09,0,19.4,,0,0,16.8,10.7,89.8,1026.3,1.4,24.1,229.3,0.8,2,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T11:00:00,9,7.2,-2.4,44.69,0,19.4,,0,0,15.5,11.2,89.8,1026,0,24.1,336,1.2,3,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T12:00:00,10.3,10.3,-2.5,40.76,0,19.4,,0,0,14.4,10.6,91.3,1025.3,0.3,24.1,407.7,1.5,4,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T13:00:00,11.6,11.6,-2.5,37.22,0,19.4,,0,0,13.3,10,92.7,1024.7,0.7,24.1,479.3,1.7,5,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T14:00:00,13,13,-2.5,34.01,0,19.4,,0,0,12.2,9.4,94.2,1024,1,24.1,551,2,6,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T15:00:00,12.6,12.6,-1.9,36.34,0,19.4,,0,0,14.9,10,88.6,1023.7,0.7,24.1,480.7,1.7,5,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T16:00:00,12.3,12.3,-1.3,38.81,0,19.4,,0,0,17.5,10.6,82.9,1023.3,0.5,24.1,410.3,1.5,4,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T17:00:00,12,12,-0.7,41.46,0,19.4,,0,0,20.2,11.2,77.3,1023,0.2,24.1,340,1.2,3,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T18:00:00,10.5,10.5,-1.4,43.62,0,19.4,,0,0,23,11.8,80.2,1022.7,0.1,24.1,226.7,0.8,2,10,Clear,clear-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T19:00:00,9,7.1,-2,45.93,0,19.4,,0,0,25.9,12.4,83.2,1022.3,0.1,24.1,113.3,0.4,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T20:00:00,7.6,5.2,-2.6,48.42,0,19.4,,0,0,28.8,13,86.1,1022,0,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T21:00:00,6.9,4.7,-2.5,51.19,0,32.3,,0,0,24.4,11.6,89.7,1022,1.7,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T22:00:00,6.3,4.1,-2.3,54.13,0,32.3,,0,0,19.9,10.3,93.4,1022,3.3,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-07T23:00:00,5.7,3.7,-2.1,57.25,0,32.3,,0,0,15.5,9,97,1022,5,24.1,0,0,0,10,Clear,clear-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T00:00:00,5.3,3.4,-2,59.16,0,32.3,,0,0,13.8,8.5,95.8,1021.7,36.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T01:00:00,4.9,3,-1.9,61.14,0,32.3,,0,0,12.1,8,94.6,1021.3,67.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T02:00:00,4.6,2.7,-1.8,63.19,0,32.3,,0,0,10.4,7.6,93.4,1021,98.4,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T03:00:00,4.4,3.1,-1.9,63.47,0,9.7,,0,0,8,6,95.1,1020.7,91.2,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T04:00:00,4.4,4.4,-1.9,63.76,0,9.7,,0,0,5.6,4.4,96.7,1020.3,84,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T05:00:00,4.3,4.3,-1.9,64.05,0,9.7,,0,0,3.2,2.9,98.4,1020,76.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T06:00:00,4.5,4.5,-1.7,63.96,0,9.7,,0,0,3.4,3,107.9,1020,80.2,24.1,3.7,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T07:00:00,4.8,4.8,-1.5,63.86,0,9.7,,0,0,3.5,3.1,117.3,1020,83.7,24.1,7.3,0,0,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T08:00:00,5.1,5.1,-1.2,63.77,0,9.7,,0,0,3.6,3.2,126.8,1020,87.1,24.1,11,0,0,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T09:00:00,6.7,6.7,-0.8,58.79,0,12.9,,0,0,3.7,2.8,163.2,1020,89.3,24.1,77.7,0.3,1,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T10:00:00,8.3,8.3,-0.4,54.28,0,12.9,,0,0,3.8,2.3,199.5,1020,91.4,24.1,144.3,0.5,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T11:00:00,10,10,0.1,50.18,0,12.9,,0,0,4,1.8,235.9,1020,93.6,24.1,211,0.8,2,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T12:00:00,10.9,10.9,0.3,47.84,0,12.9,,0,0,5.2,2.9,235.9,1019.7,95.7,24.1,256.7,1,3,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T13:00:00,11.8,11.8,0.5,45.63,0,12.9,,0,0,6.4,4,235.8,1019.3,97.9,24.1,302.3,1.1,3,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T14:00:00,12.8,12.8,0.7,43.54,0,12.9,,0,0,7.6,5,235.8,1019,100,24.1,348,1.3,3,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T15:00:00,12.3,12.3,1.2,46.54,0,25.8,,0,0,7.2,4.9,243.6,1019,100,24.1,268,1,3,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T16:00:00,11.8,11.8,1.7,49.74,0,25.8,,0,0,6.8,4.8,251.4,1019,100,24.1,188,0.7,2,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T17:00:00,11.4,11.4,2.2,53.16,0,25.8,,0,0,6.5,4.7,259.2,1019,100,24.1,108,0.4,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T18:00:00,10.9,10.9,2.1,54.32,0,25.8,,0,0,8.2,5.9,250.1,1019.3,100,24.1,72,0.3,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T19:00:00,10.5,10.5,2,55.51,0,25.8,,0,0,9.8,7.1,240.9,1019.7,100,24.1,36,0.1,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T20:00:00,10.1,10.1,1.9,56.74,0,25.8,,0,0,11.5,8.3,231.8,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T21:00:00,9.9,8.9,1.7,56.69,0,41.9,,0,0,11.2,7.8,236.8,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T22:00:00,9.7,8.8,1.5,56.65,0,41.9,,0,0,10.8,7.3,241.9,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-08T23:00:00,9.6,8.8,1.4,56.61,0,41.9,,0,0,10.4,6.8,246.9,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T00:00:00,9.4,8.5,1.3,56.85,0,41.9,,0,0,13.1,7.4,248.6,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T01:00:00,9.4,8.2,1.3,57.1,0,41.9,,0,0,15.7,8,250.4,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T02:00:00,9.3,8,1.3,57.35,0,41.9,,0,0,18.4,8.6,252.1,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T03:00:00,9.2,7.8,1.3,58.01,0,29,,0,0,20,8.9,251,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T04:00:00,9.1,7.7,1.4,58.69,0,29,,0,0,21.7,9.1,249.8,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T05:00:00,9,7.5,1.5,59.37,0,29,,0,0,23.4,9.4,248.7,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T06:00:00,8.7,7.1,2,62.65,0,29,,0,0,23.6,10.1,243.8,1020.3,100,24.1,0.3,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T07:00:00,8.5,6.7,2.5,66.11,0,29,,0,0,23.9,10.8,238.8,1020.7,100,24.1,0.7,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T08:00:00,8.3,6.3,3.1,69.75,0,29,rain,0,0,24.1,11.5,233.9,1021,100,24.1,1,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T09:00:00,8.4,6.7,3.6,71.95,0,32.3,,0,0,21,10.1,228.8,1021.3,100,24.1,5.3,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T10:00:00,8.5,7.1,4.2,74.2,0,32.3,,0,0,17.9,8.6,223.7,1021.7,100,24.1,9.7,0.1,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T11:00:00,8.7,7.6,4.8,76.5,0.1,32.3,rain,0,0,14.8,7.2,218.6,1022,100,24.1,14,0.1,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T12:00:00,9,7.9,4.8,74.8,0,32.3,,0,0,14.8,7.7,224.1,1021.7,100,24.1,23.7,0.1,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T13:00:00,9.4,8.3,4.8,73.15,0,32.3,,0,0,14.8,8.2,229.6,1021.3,100,24.1,33.3,0.2,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T14:00:00,9.8,8.6,4.9,71.54,0,32.3,,0,0,14.8,8.6,235.1,1021,100,24.1,43,0.2,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T15:00:00,9.7,8.6,5.1,72.87,0,32.3,,0,0,15.2,8.4,235.5,1021,100,24.1,44.7,0.2,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T16:00:00,9.6,8.5,5.3,74.22,0,32.3,,0,0,15.7,8.2,235.9,1021,100,24.1,46.3,0.2,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T17:00:00,9.6,8.5,5.5,75.59,0,32.3,,0,0,16.2,7.9,236.3,1021,100,24.1,48,0.2,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T18:00:00,9.4,8.4,5.5,76.62,0,32.3,,0,0,14.8,7.6,230.7,1021,98.9,24.1,32,0.1,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T19:00:00,9.2,8.2,5.5,77.65,0,32.3,,0,0,13.3,7.2,225,1021,97.9,24.1,16,0.1,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T20:00:00,9,8.1,5.5,78.71,0,32.3,,0,0,11.9,6.8,219.4,1021,96.8,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T21:00:00,8.9,7.9,5.4,78.7,0,29,,0,0,13.1,7.2,221.2,1021,92.3,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T22:00:00,8.9,7.8,5.4,78.7,0,29,,0,0,14.3,7.6,223.1,1021,87.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-09T23:00:00,8.9,7.7,5.4,78.69,0,29,,0,0,15.5,7.9,224.9,1021,83.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T00:00:00,8.3,7.1,5.2,80.64,0,29,,0,0,14,7.9,222.4,1021,69.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T01:00:00,7.8,6.4,5,82.66,0,29,,0,0,12.6,7.9,219.8,1021,55.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T02:00:00,7.3,5.8,4.9,84.73,0,29,,0,0,11.2,7.9,217.3,1021,41,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T03:00:00,7,5.5,4.7,85.1,0,19.4,,0,0,12.1,8.2,211.4,1020.7,60.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T04:00:00,6.8,5.1,4.5,85.47,0,19.4,,0,0,13.1,8.4,205.4,1020.3,80.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T05:00:00,6.6,4.8,4.4,85.85,0,19.4,,0,0,14,8.6,199.5,1020,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T06:00:00,6.8,5.2,4.3,84.28,0,19.4,,0,0,14,8.2,207.8,1020,100,24.1,3,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T07:00:00,7,5.5,4.2,82.74,0,19.4,,0,0,14,7.7,216.2,1020,100,24.1,6,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T08:00:00,7.2,5.9,4.2,81.24,0,19.4,,0,0,14,7.2,224.5,1020,100,24.1,9,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T09:00:00,8.7,7.3,4.4,74.23,0,19.4,,0,0,16.8,8.9,222.4,1019.7,100,24.1,69,0.2,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T10:00:00,10.3,10.3,4.6,67.92,0,19.4,,0,0,19.6,10.6,220.4,1019.3,100,24.1,129,0.5,1,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T11:00:00,11.9,11.9,4.9,62.22,0,19.4,,0,0,22.3,12.2,218.3,1019,100,24.1,189,0.7,2,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T12:00:00,12.6,12.6,5.1,60.53,0,19.4,,0,0,22.8,14,219,1018.3,77.1,24.1,255,0.9,3,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T13:00:00,13.3,13.3,5.4,58.9,0,19.4,,0,0,23.3,15.8,219.6,1017.7,54.2,24.1,321,1.2,3,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T14:00:00,14,14,5.7,57.33,0,19.4,,0,0,23.8,17.6,220.3,1017,31.3,24.1,387,1.4,4,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T15:00:00,13.5,13.5,5.8,59.38,0,35.5,,0,0,23.6,16.3,221.8,1016.3,43.7,24.1,357.7,1.3,4,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T16:00:00,13.1,13.1,5.9,61.5,0,35.5,,0,0,23.5,15,223.3,1015.7,56.2,24.1,328.3,1.2,3,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T17:00:00,12.7,12.7,6,63.71,0,35.5,,0,0,23.4,13.7,224.8,1015,68.6,24.1,299,1.1,3,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T18:00:00,11.3,11.3,5.8,68.91,0,35.5,,0,0,22.3,12.5,220.1,1015,66.2,24.1,199.3,0.7,2,10,Partially cloudy,partly-cloudy-day,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T19:00:00,9.9,8.3,5.6,74.61,0,35.5,,0,0,21.2,11.3,215.3,1015,63.8,24.1,99.7,0.4,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T20:00:00,8.6,6.9,5.5,80.86,0,35.5,,0,0,20.2,10.1,210.6,1015,61.4,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T21:00:00,8.4,6.7,5.3,81.21,0,38.7,,0,0,19.2,9.8,207.4,1015,74.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T22:00:00,8.2,6.5,5.2,81.56,0,38.7,,0,0,18.2,9.6,204.1,1015,86.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-10T23:00:00,8,6.3,5.1,81.91,0,38.7,,0,0,17.3,9.4,200.9,1015,99.6,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T00:00:00,7.9,6.3,5,82.09,0,38.7,,0,0,16.3,9.1,203.8,1014.3,99.7,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T01:00:00,7.8,6.2,4.9,82.27,0,38.7,,0,0,15.4,8.9,206.7,1013.7,99.9,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T02:00:00,7.7,6.1,4.9,82.45,0,38.7,,0,0,14.4,8.6,209.6,1013,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T03:00:00,7.6,6,4.9,83.02,0,19.4,,0,0,16.3,9,211.5,1012.7,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T04:00:00,7.6,5.9,5,83.6,0,19.4,,0,0,18.2,9.4,213.3,1012.3,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T05:00:00,7.6,5.8,5.1,84.18,0,19.4,,0,0,20.2,9.7,215.2,1012,100,24.1,0,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T06:00:00,8.1,6.4,5.3,82.5,0,19.4,,0,0,21,9.5,214.4,1011.7,99.8,24.1,0.7,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T07:00:00,8.6,7.1,5.5,80.86,0,19.4,,0,0,21.8,9.2,213.5,1011.3,99.7,24.1,1.3,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T08:00:00,9.1,7.7,5.7,79.27,0,19.4,,0,0,22.7,9,212.7,1011,99.5,24.1,2,0,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T09:00:00,10.4,10.4,6.1,74.36,0,29,,0,0,28,11.4,219.4,1010.7,99.7,24.1,48.3,0.2,0,10,Overcast,cloudy,
"Goczałkowice-Zdrój, Woj. Śląskie, Polska",2024-10-11T10:00:00,11.9,11.9,6.5,69.83,0,29,,0,0,33.2,13.8,226,1010.3,99.8,24.1,94.7,0.3,1,10,Overcast,cloudy,
